,modname,formula,AICc,BIC,r2.vals,r2.vals.unique,edf,edf.less.1,delta.AICc,delta.BIC,wi.AICc,wi.BIC,Days_10N,Min_Monthly_Nitrate,Max_Monthly_Nitrate,Mean_Monthly_Nitrate,Mean_Monthly_Upwelling_Nitrate,Max_Monthly_Anomaly_Nitrate,Mean_Monthly_Summer_Nitrate,Mean_Monthly_Temp,Mean_Monthly_Summer_Temp,MHW_Upwelling_Days,Min_Monthly_Anomaly_Temp,Max_Monthly_Anomaly_Upwelling_Temp,Min_Monthly_Temp,Mean_Monthly_Upwelling_Temp,mean_depth,mean_prob_of_rock,wh_max,wh_mean,wh_95prc,Mean_Monthly_NPP,Max_Monthly_NPP_Upwelling,log_den_MESFRAAD,log_den_STRPURAD,log_den_PYCHEL,log_Days_16C,log_UBR_Mean,log_UBR_Max,log_Mean_Monthly_NPP_Upwelling,log_Min_Monthly_NPP,cumsum.wi
log_UBR_Max+mean_depth+Mean_Monthly_NPP+mean_prob_of_rock+MHW_Upwelling_Days+Min_Monthly_Temp+wh_max,log_UBR_Max+mean_depth+Mean_Monthly_NPP+mean_prob_of_rock+MHW_Upwelling_Days+Min_Monthly_Temp+wh_max,"s(log_UBR_Max, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(Mean_Monthly_NPP, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(MHW_Upwelling_Days, k = 4, bs = ""cr"") + s(Min_Monthly_Temp, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1281.757663,1423.629219,0.33619,NA,31.35,1,11.704,18.704,0.001,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0.98
log_UBR_Max+mean_depth+Mean_Monthly_NPP+Mean_Monthly_Summer_Temp+mean_prob_of_rock+Min_Monthly_Temp+wh_max,log_UBR_Max+mean_depth+Mean_Monthly_NPP+Mean_Monthly_Summer_Temp+mean_prob_of_rock+Min_Monthly_Temp+wh_max,"s(log_UBR_Max, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(Mean_Monthly_NPP, k = 4, bs = ""cr"") + s(Mean_Monthly_Summer_Temp, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(Min_Monthly_Temp, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1282.038619,1424.572742,0.44379,NA,31.59,1,11.985,19.647,0.001,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0.981
Days_10N+log_UBR_Max+mean_depth+Mean_Monthly_NPP+mean_prob_of_rock+Min_Monthly_Temp+wh_max,Days_10N+log_UBR_Max+mean_depth+Mean_Monthly_NPP+mean_prob_of_rock+Min_Monthly_Temp+wh_max,"s(Days_10N, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(Mean_Monthly_NPP, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(Min_Monthly_Temp, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1282.087785,1427.775601,0.44231,NA,31.86,1,12.034,22.85,0.001,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0.982
log_Min_Monthly_NPP+log_UBR_Max+Max_Monthly_Nitrate+Max_Monthly_NPP_Upwelling+mean_depth+mean_prob_of_rock+wh_max,log_Min_Monthly_NPP+log_UBR_Max+Max_Monthly_Nitrate+Max_Monthly_NPP_Upwelling+mean_depth+mean_prob_of_rock+wh_max,"s(log_Min_Monthly_NPP, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(Max_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1282.151783,1421.081723,0.43454,NA,30.87,1,12.098,16.156,0.001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0.983
Days_10N+log_UBR_Max+Max_Monthly_Nitrate+Max_Monthly_NPP_Upwelling+mean_depth+mean_prob_of_rock+wh_max,Days_10N+log_UBR_Max+Max_Monthly_Nitrate+Max_Monthly_NPP_Upwelling+mean_depth+mean_prob_of_rock+wh_max,"s(Days_10N, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(Max_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1282.664781,1419.089544,0.43509,NA,30.31,1,12.611,14.164,0.001,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0.984
log_den_PYCHEL+log_UBR_Max+mean_depth+Mean_Monthly_NPP+mean_prob_of_rock+Min_Monthly_Temp+wh_max,log_den_PYCHEL+log_UBR_Max+mean_depth+Mean_Monthly_NPP+mean_prob_of_rock+Min_Monthly_Temp+wh_max,"s(log_den_PYCHEL, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(Mean_Monthly_NPP, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(Min_Monthly_Temp, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1282.788337,1428.255611,0.44724,NA,32.08,1,12.735,23.33,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0.985
log_UBR_Max+Max_Monthly_Nitrate+Max_Monthly_NPP_Upwelling+mean_depth+mean_prob_of_rock+wh_max,log_UBR_Max+Max_Monthly_Nitrate+Max_Monthly_NPP_Upwelling+mean_depth+mean_prob_of_rock+wh_max,"s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(Max_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1282.9471,1414.756309,0.43513,NA,29.45,1,12.893,9.831,0.001,0.004,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0.986
log_Days_16C+log_Mean_Monthly_NPP_Upwelling+log_UBR_Max+mean_depth+mean_prob_of_rock+Min_Monthly_Temp+wh_max,log_Days_16C+log_Mean_Monthly_NPP_Upwelling+log_UBR_Max+mean_depth+mean_prob_of_rock+Min_Monthly_Temp+wh_max,"s(log_Days_16C, k = 4, bs = ""cr"") + s(log_Mean_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(Min_Monthly_Temp, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1282.987982,1430.488138,0.41077,NA,32.63,1,12.934,25.563,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0.987
log_UBR_Max+mean_depth+Mean_Monthly_NPP+Mean_Monthly_Summer_Nitrate+mean_prob_of_rock+Min_Monthly_Temp+wh_max,log_UBR_Max+mean_depth+Mean_Monthly_NPP+Mean_Monthly_Summer_Nitrate+mean_prob_of_rock+Min_Monthly_Temp+wh_max,"s(log_UBR_Max, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(Mean_Monthly_NPP, k = 4, bs = ""cr"") + s(Mean_Monthly_Summer_Nitrate, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(Min_Monthly_Temp, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1283.094045,1425.766267,0.44401,NA,31.58,1,13.04,20.841,0.001,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0.988
log_UBR_Max+mean_depth+Mean_Monthly_NPP+mean_prob_of_rock+Min_Monthly_Temp+wh_95prc+wh_max,log_UBR_Max+mean_depth+Mean_Monthly_NPP+mean_prob_of_rock+Min_Monthly_Temp+wh_95prc+wh_max,"s(log_UBR_Max, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(Mean_Monthly_NPP, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(Min_Monthly_Temp, k = 4, bs = ""cr"") + s(wh_95prc, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1283.209526,1425.664737,0.444,NA,31.55,1,13.156,20.739,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0.989
log_Min_Monthly_NPP+log_UBR_Max+mean_depth+Mean_Monthly_NPP+mean_prob_of_rock+Min_Monthly_Temp+wh_max,log_Min_Monthly_NPP+log_UBR_Max+mean_depth+Mean_Monthly_NPP+mean_prob_of_rock+Min_Monthly_Temp+wh_max,"s(log_Min_Monthly_NPP, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(Mean_Monthly_NPP, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(Min_Monthly_Temp, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1283.312138,1425.942773,0.44262,NA,31.6,1,13.258,21.017,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0.99
Days_10N+log_Mean_Monthly_NPP_Upwelling+log_UBR_Max+Max_Monthly_Nitrate+mean_depth+mean_prob_of_rock+wh_max,Days_10N+log_Mean_Monthly_NPP_Upwelling+log_UBR_Max+Max_Monthly_Nitrate+mean_depth+mean_prob_of_rock+wh_max,"s(Days_10N, k = 4, bs = ""cr"") + s(log_Mean_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1283.357522,1423.698612,0.43774,NA,30.93,1,13.304,18.773,0.001,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0.991
log_Days_16C+log_UBR_Max+mean_depth+Mean_Monthly_Summer_Nitrate+mean_prob_of_rock+Min_Monthly_Temp+wh_max,log_Days_16C+log_UBR_Max+mean_depth+Mean_Monthly_Summer_Nitrate+mean_prob_of_rock+Min_Monthly_Temp+wh_max,"s(log_Days_16C, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(Mean_Monthly_Summer_Nitrate, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(Min_Monthly_Temp, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1283.471112,1426.820346,0.40066,NA,31.8,1,13.417,21.895,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0.991
Days_10N+log_UBR_Max+Max_Monthly_NPP_Upwelling+mean_depth+mean_prob_of_rock+Min_Monthly_Temp+wh_max,Days_10N+log_UBR_Max+Max_Monthly_NPP_Upwelling+mean_depth+mean_prob_of_rock+Min_Monthly_Temp+wh_max,"s(Days_10N, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(Min_Monthly_Temp, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1283.481577,1423.443329,0.4352,NA,30.82,1,13.428,18.518,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0.991
log_Days_16C+log_UBR_Max+mean_depth+Mean_Monthly_NPP+mean_prob_of_rock+Min_Monthly_Temp+wh_max,log_Days_16C+log_UBR_Max+mean_depth+Mean_Monthly_NPP+mean_prob_of_rock+Min_Monthly_Temp+wh_max,"s(log_Days_16C, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(Mean_Monthly_NPP, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(Min_Monthly_Temp, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1283.491445,1428.617911,0.44641,NA,31.99,1,13.438,23.692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0.991
log_den_MESFRAAD+log_UBR_Max+mean_depth+Mean_Monthly_NPP+mean_prob_of_rock+Min_Monthly_Temp+wh_max,log_den_MESFRAAD+log_UBR_Max+mean_depth+Mean_Monthly_NPP+mean_prob_of_rock+Min_Monthly_Temp+wh_max,"s(log_den_MESFRAAD, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(Mean_Monthly_NPP, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(Min_Monthly_Temp, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1283.528162,1426.34145,0.44353,NA,31.68,1,13.474,21.416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0.991
log_Days_16C+log_den_STRPURAD+log_UBR_Max+mean_depth+mean_prob_of_rock+Min_Monthly_Temp+wh_max,log_Days_16C+log_den_STRPURAD+log_UBR_Max+mean_depth+mean_prob_of_rock+Min_Monthly_Temp+wh_max,"s(log_Days_16C, k = 4, bs = ""cr"") + s(log_den_STRPURAD, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(Min_Monthly_Temp, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1283.596318,1431.5894,0.41681,NA,32.69,1,13.543,26.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0.991
log_UBR_Max+mean_depth+Mean_Monthly_NPP+mean_prob_of_rock+Min_Monthly_Temp+wh_max+wh_mean,log_UBR_Max+mean_depth+Mean_Monthly_NPP+mean_prob_of_rock+Min_Monthly_Temp+wh_max+wh_mean,"s(log_UBR_Max, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(Mean_Monthly_NPP, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(Min_Monthly_Temp, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(wh_mean, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1283.599369,1426.077644,0.44317,NA,31.54,1,13.546,21.152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0.991
log_UBR_Max+Max_Monthly_Nitrate+Max_Monthly_NPP_Upwelling+mean_depth+mean_prob_of_rock+MHW_Upwelling_Days+wh_max,log_UBR_Max+Max_Monthly_Nitrate+Max_Monthly_NPP_Upwelling+mean_depth+mean_prob_of_rock+MHW_Upwelling_Days+wh_max,"s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(Max_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(MHW_Upwelling_Days, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1283.71232,1419.258516,0.32679,NA,30.16,1,13.659,14.333,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0.991
log_Mean_Monthly_NPP_Upwelling+log_Min_Monthly_NPP+log_UBR_Max+Max_Monthly_Nitrate+mean_depth+mean_prob_of_rock+wh_max,log_Mean_Monthly_NPP_Upwelling+log_Min_Monthly_NPP+log_UBR_Max+Max_Monthly_Nitrate+mean_depth+mean_prob_of_rock+wh_max,"s(log_Mean_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(log_Min_Monthly_NPP, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1283.778628,1423.50937,0.43597,NA,30.99,1,13.725,18.584,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0.991
log_den_PYCHEL+log_UBR_Max+Max_Monthly_Nitrate+Max_Monthly_NPP_Upwelling+mean_depth+mean_prob_of_rock+wh_max,log_den_PYCHEL+log_UBR_Max+Max_Monthly_Nitrate+Max_Monthly_NPP_Upwelling+mean_depth+mean_prob_of_rock+wh_max,"s(log_den_PYCHEL, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(Max_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1283.844152,1419.693551,0.43844,NA,30.43,1,13.79,14.768,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0.991
log_Days_16C+log_UBR_Max+Max_Monthly_NPP_Upwelling+mean_depth+mean_prob_of_rock+Min_Monthly_Temp+wh_max,log_Days_16C+log_UBR_Max+Max_Monthly_NPP_Upwelling+mean_depth+mean_prob_of_rock+Min_Monthly_Temp+wh_max,"s(log_Days_16C, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(Min_Monthly_Temp, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1283.894523,1426.75702,0.40672,NA,31.78,1,13.841,21.832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0.991
log_Days_16C+log_UBR_Max+mean_depth+Mean_Monthly_Summer_Temp+mean_prob_of_rock+Min_Monthly_Temp+wh_max,log_Days_16C+log_UBR_Max+mean_depth+Mean_Monthly_Summer_Temp+mean_prob_of_rock+Min_Monthly_Temp+wh_max,"s(log_Days_16C, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(Mean_Monthly_Summer_Temp, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(Min_Monthly_Temp, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1283.941779,1427.191225,0.40316,NA,31.78,1,13.888,22.266,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0.991
log_den_STRPURAD+log_UBR_Max+Max_Monthly_Nitrate+mean_depth+mean_prob_of_rock+wh_max,log_den_STRPURAD+log_UBR_Max+Max_Monthly_Nitrate+mean_depth+mean_prob_of_rock+wh_max,"s(log_den_STRPURAD, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1283.976379,1421.089296,0.44741,NA,30.29,1,13.923,16.164,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0.991
log_Mean_Monthly_NPP_Upwelling+log_UBR_Max+Max_Monthly_Nitrate+mean_depth+mean_prob_of_rock+wh_max+wh_mean,log_Mean_Monthly_NPP_Upwelling+log_UBR_Max+Max_Monthly_Nitrate+mean_depth+mean_prob_of_rock+wh_max+wh_mean,"s(log_Mean_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(wh_mean, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1284.000221,1423.938785,0.43503,NA,30.96,1,13.946,19.013,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0.991
log_Mean_Monthly_NPP_Upwelling+log_UBR_Max+Max_Monthly_Nitrate+mean_depth+mean_prob_of_rock+wh_max,log_Mean_Monthly_NPP_Upwelling+log_UBR_Max+Max_Monthly_Nitrate+mean_depth+mean_prob_of_rock+wh_max,"s(log_Mean_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1284.049442,1419.992328,0.43644,NA,30.04,1,13.996,15.067,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0.991
Days_10N+log_den_STRPURAD+log_UBR_Max+Max_Monthly_Nitrate+mean_depth+mean_prob_of_rock+wh_max,Days_10N+log_den_STRPURAD+log_UBR_Max+Max_Monthly_Nitrate+mean_depth+mean_prob_of_rock+wh_max,"s(Days_10N, k = 4, bs = ""cr"") + s(log_den_STRPURAD, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1284.340521,1429.774007,0.45056,NA,31.86,1,14.287,24.849,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0.991
log_den_MESFRAAD+log_UBR_Max+Max_Monthly_Nitrate+Max_Monthly_NPP_Upwelling+mean_depth+mean_prob_of_rock+wh_max,log_den_MESFRAAD+log_UBR_Max+Max_Monthly_Nitrate+Max_Monthly_NPP_Upwelling+mean_depth+mean_prob_of_rock+wh_max,"s(log_den_MESFRAAD, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(Max_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1284.370344,1420.138398,0.43592,NA,30.46,1,14.317,15.213,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0.991
Days_10N+log_Mean_Monthly_NPP_Upwelling+log_UBR_Max+mean_depth+mean_prob_of_rock+Min_Monthly_Temp+wh_max,Days_10N+log_Mean_Monthly_NPP_Upwelling+log_UBR_Max+mean_depth+mean_prob_of_rock+Min_Monthly_Temp+wh_max,"s(Days_10N, k = 4, bs = ""cr"") + s(log_Mean_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(Min_Monthly_Temp, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1284.423156,1424.658121,0.43522,NA,30.77,1,14.369,19.733,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0.991
