,modname,formula,AICc,BIC,r2.vals,r2.vals.unique,edf,edf.less.1,delta.AICc,delta.BIC,wi.AICc,wi.BIC,Days_10N,Min_Monthly_Nitrate,Max_Monthly_Nitrate,Mean_Monthly_Nitrate,Mean_Monthly_Upwelling_Nitrate,Max_Monthly_Anomaly_Nitrate,Mean_Monthly_Summer_Nitrate,Mean_Monthly_Temp,Mean_Monthly_Summer_Temp,MHW_Upwelling_Days,Min_Monthly_Anomaly_Temp,Max_Monthly_Anomaly_Upwelling_Temp,Min_Monthly_Temp,Mean_Monthly_Upwelling_Temp,mean_depth,mean_prob_of_rock,wh_max,wh_mean,wh_95prc,Mean_Monthly_NPP,Max_Monthly_NPP_Upwelling,log_den_MESFRAAD,log_den_STRPURAD,log_den_PYCHEL,log_Days_16C,log_UBR_Mean,log_UBR_Max,log_Mean_Monthly_NPP_Upwelling,log_Min_Monthly_NPP,cumsum.wi
log_Days_16C+log_den_MESFRAAD+log_Min_Monthly_NPP+mean_depth+Mean_Monthly_Summer_Nitrate+Mean_Monthly_Upwelling_Temp+wh_max,log_Days_16C+log_den_MESFRAAD+log_Min_Monthly_NPP+mean_depth+Mean_Monthly_Summer_Nitrate+Mean_Monthly_Upwelling_Temp+wh_max,"s(log_Days_16C, k = 4, bs = ""cr"") + s(log_den_MESFRAAD, k = 4, bs = ""cr"") + s(log_Min_Monthly_NPP, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(Mean_Monthly_Summer_Nitrate, k = 4, bs = ""cr"") + s(Mean_Monthly_Upwelling_Temp, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1307.674164,1461.952603,0.3476,NA,30.79,0,37.62,57.027,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0.991
log_den_PYCHEL+log_Mean_Monthly_NPP_Upwelling+log_UBR_Max+Max_Monthly_Nitrate+Mean_Monthly_Summer_Nitrate+mean_prob_of_rock+wh_max,log_den_PYCHEL+log_Mean_Monthly_NPP_Upwelling+log_UBR_Max+Max_Monthly_Nitrate+Mean_Monthly_Summer_Nitrate+mean_prob_of_rock+wh_max,"s(log_den_PYCHEL, k = 4, bs = ""cr"") + s(log_Mean_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(Mean_Monthly_Summer_Nitrate, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1307.677476,1487.458669,0.44486,NA,38.31,0,37.624,82.533,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0.991
log_den_PYCHEL+log_UBR_Max+mean_depth+Mean_Monthly_NPP+mean_prob_of_rock+Min_Monthly_Nitrate+wh_max,log_den_PYCHEL+log_UBR_Max+mean_depth+Mean_Monthly_NPP+mean_prob_of_rock+Min_Monthly_Nitrate+wh_max,"s(log_den_PYCHEL, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(Mean_Monthly_NPP, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(Min_Monthly_Nitrate, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1307.67885,1454.789998,0.44736,NA,32.6,1,37.625,49.865,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0.991
Days_10N+log_UBR_Max+Max_Monthly_Nitrate+Mean_Monthly_Summer_Temp+MHW_Upwelling_Days+wh_95prc+wh_max,Days_10N+log_UBR_Max+Max_Monthly_Nitrate+Mean_Monthly_Summer_Temp+MHW_Upwelling_Days+wh_95prc+wh_max,"s(Days_10N, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(Mean_Monthly_Summer_Temp, k = 4, bs = ""cr"") + s(MHW_Upwelling_Days, k = 4, bs = ""cr"") + s(wh_95prc, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1307.680889,1490.518247,0.33967,NA,38,0,37.627,85.593,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.991
Days_10N+log_UBR_Mean+mean_depth+Mean_Monthly_Summer_Nitrate+Mean_Monthly_Upwelling_Temp+mean_prob_of_rock+wh_95prc,Days_10N+log_UBR_Mean+mean_depth+Mean_Monthly_Summer_Nitrate+Mean_Monthly_Upwelling_Temp+mean_prob_of_rock+wh_95prc,"s(Days_10N, k = 4, bs = ""cr"") + s(log_UBR_Mean, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(Mean_Monthly_Summer_Nitrate, k = 4, bs = ""cr"") + s(Mean_Monthly_Upwelling_Temp, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(wh_95prc, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1307.682609,1435.353276,0.42063,NA,27.69,1,37.629,30.428,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.991
log_den_STRPURAD+mean_depth+Mean_Monthly_NPP+Mean_Monthly_Summer_Nitrate+Mean_Monthly_Upwelling_Temp+mean_prob_of_rock+wh_max,log_den_STRPURAD+mean_depth+Mean_Monthly_NPP+Mean_Monthly_Summer_Nitrate+Mean_Monthly_Upwelling_Temp+mean_prob_of_rock+wh_max,"s(log_den_STRPURAD, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(Mean_Monthly_NPP, k = 4, bs = ""cr"") + s(Mean_Monthly_Summer_Nitrate, k = 4, bs = ""cr"") + s(Mean_Monthly_Upwelling_Temp, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1307.684005,1477.835384,0.43456,NA,34.1,0,37.63,72.91,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0.991
log_den_STRPURAD+log_UBR_Max+Max_Monthly_NPP_Upwelling+mean_prob_of_rock+Min_Monthly_Nitrate+wh_95prc+wh_max,log_den_STRPURAD+log_UBR_Max+Max_Monthly_NPP_Upwelling+mean_prob_of_rock+Min_Monthly_Nitrate+wh_95prc+wh_max,"s(log_den_STRPURAD, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(Min_Monthly_Nitrate, k = 4, bs = ""cr"") + s(wh_95prc, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1307.684107,1496.423674,0.47632,NA,40.72,0,37.63,91.498,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0.991
log_Days_16C+log_den_STRPURAD+Max_Monthly_NPP_Upwelling+Mean_Monthly_Summer_Nitrate+Mean_Monthly_Upwelling_Temp+mean_prob_of_rock+wh_max,log_Days_16C+log_den_STRPURAD+Max_Monthly_NPP_Upwelling+Mean_Monthly_Summer_Nitrate+Mean_Monthly_Upwelling_Temp+mean_prob_of_rock+wh_max,"s(log_Days_16C, k = 4, bs = ""cr"") + s(log_den_STRPURAD, k = 4, bs = ""cr"") + s(Max_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(Mean_Monthly_Summer_Nitrate, k = 4, bs = ""cr"") + s(Mean_Monthly_Upwelling_Temp, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1307.684911,1472.938198,0.36967,NA,33.97,0,37.631,68.013,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0.991
Days_10N+log_den_STRPURAD+mean_depth+Mean_Monthly_Summer_Nitrate+Mean_Monthly_Upwelling_Temp+wh_95prc+wh_max,Days_10N+log_den_STRPURAD+mean_depth+Mean_Monthly_Summer_Nitrate+Mean_Monthly_Upwelling_Temp+wh_95prc+wh_max,"s(Days_10N, k = 4, bs = ""cr"") + s(log_den_STRPURAD, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(Mean_Monthly_Summer_Nitrate, k = 4, bs = ""cr"") + s(Mean_Monthly_Upwelling_Temp, k = 4, bs = ""cr"") + s(wh_95prc, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1307.6879,1448.978818,0.43003,NA,28.49,0,37.634,44.053,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0.991
log_den_STRPURAD+log_UBR_Max+Max_Monthly_Anomaly_Upwelling_Temp+Mean_Monthly_NPP+Mean_Monthly_Summer_Nitrate+wh_max,log_den_STRPURAD+log_UBR_Max+Max_Monthly_Anomaly_Upwelling_Temp+Mean_Monthly_NPP+Mean_Monthly_Summer_Nitrate+wh_max,"s(log_den_STRPURAD, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Anomaly_Upwelling_Temp, k = 4, bs = ""cr"") + s(Mean_Monthly_NPP, k = 4, bs = ""cr"") + s(Mean_Monthly_Summer_Nitrate, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1307.692232,1495.299538,0.43152,NA,40.14,0,37.638,90.374,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0.991
log_den_STRPURAD+log_Min_Monthly_NPP+log_UBR_Max+mean_depth+Min_Monthly_Temp+wh_95prc+wh_max,log_den_STRPURAD+log_Min_Monthly_NPP+log_UBR_Max+mean_depth+Min_Monthly_Temp+wh_95prc+wh_max,"s(log_den_STRPURAD, k = 4, bs = ""cr"") + s(log_Min_Monthly_NPP, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(Min_Monthly_Temp, k = 4, bs = ""cr"") + s(wh_95prc, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1307.693387,1495.25402,0.45671,NA,39,0,37.64,90.329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0.991
Days_10N+log_Mean_Monthly_NPP_Upwelling+mean_prob_of_rock+Min_Monthly_Temp+wh_max+wh_mean,Days_10N+log_Mean_Monthly_NPP_Upwelling+mean_prob_of_rock+Min_Monthly_Temp+wh_max+wh_mean,"s(Days_10N, k = 4, bs = ""cr"") + s(log_Mean_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(Min_Monthly_Temp, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(wh_mean, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1307.705083,1428.997203,0.42154,NA,26.25,1,37.651,24.072,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0.991
log_Days_16C+log_den_PYCHEL+log_den_STRPURAD+log_UBR_Max+mean_prob_of_rock+Min_Monthly_Temp+wh_max,log_Days_16C+log_den_PYCHEL+log_den_STRPURAD+log_UBR_Max+mean_prob_of_rock+Min_Monthly_Temp+wh_max,"s(log_Days_16C, k = 4, bs = ""cr"") + s(log_den_PYCHEL, k = 4, bs = ""cr"") + s(log_den_STRPURAD, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(Min_Monthly_Temp, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1307.708661,1490.045144,0.41331,NA,37.6,0,37.655,85.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0.991
Days_10N+log_den_PYCHEL+log_Mean_Monthly_NPP_Upwelling+log_UBR_Max+mean_prob_of_rock+Min_Monthly_Temp+wh_max,Days_10N+log_den_PYCHEL+log_Mean_Monthly_NPP_Upwelling+log_UBR_Max+mean_prob_of_rock+Min_Monthly_Temp+wh_max,"s(Days_10N, k = 4, bs = ""cr"") + s(log_den_PYCHEL, k = 4, bs = ""cr"") + s(log_Mean_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(Min_Monthly_Temp, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1307.709425,1486.796656,0.44603,NA,37.94,0,37.656,81.871,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0.991
Days_10N+log_den_MESFRAAD+log_Mean_Monthly_NPP_Upwelling+log_UBR_Max+Max_Monthly_Nitrate+Mean_Monthly_Summer_Temp+wh_max,Days_10N+log_den_MESFRAAD+log_Mean_Monthly_NPP_Upwelling+log_UBR_Max+Max_Monthly_Nitrate+Mean_Monthly_Summer_Temp+wh_max,"s(Days_10N, k = 4, bs = ""cr"") + s(log_den_MESFRAAD, k = 4, bs = ""cr"") + s(log_Mean_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(Mean_Monthly_Summer_Temp, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1307.711029,1485.272937,0.44214,NA,38.74,0,37.657,80.347,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0.991
log_UBR_Max+Max_Monthly_Nitrate+Mean_Monthly_Summer_Temp+mean_prob_of_rock+wh_max,log_UBR_Max+Max_Monthly_Nitrate+Mean_Monthly_Summer_Temp+mean_prob_of_rock+wh_max,"s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(Mean_Monthly_Summer_Temp, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1307.712292,1478.334776,0.44133,NA,36.06,0,37.659,73.409,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.991
log_Days_16C+log_den_PYCHEL+log_Min_Monthly_NPP+Max_Monthly_Nitrate+MHW_Upwelling_Days+wh_max+wh_mean,log_Days_16C+log_den_PYCHEL+log_Min_Monthly_NPP+Max_Monthly_Nitrate+MHW_Upwelling_Days+wh_max+wh_mean,"s(log_Days_16C, k = 4, bs = ""cr"") + s(log_den_PYCHEL, k = 4, bs = ""cr"") + s(log_Min_Monthly_NPP, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(MHW_Upwelling_Days, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(wh_mean, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1307.712773,1447.522504,0.13066,NA,27.68,0,37.659,42.597,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0.991
log_den_MESFRAAD+log_Min_Monthly_NPP+log_UBR_Mean+mean_depth+Mean_Monthly_Summer_Nitrate+Mean_Monthly_Upwelling_Temp+wh_max,log_den_MESFRAAD+log_Min_Monthly_NPP+log_UBR_Mean+mean_depth+Mean_Monthly_Summer_Nitrate+Mean_Monthly_Upwelling_Temp+wh_max,"s(log_den_MESFRAAD, k = 4, bs = ""cr"") + s(log_Min_Monthly_NPP, k = 4, bs = ""cr"") + s(log_UBR_Mean, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(Mean_Monthly_Summer_Nitrate, k = 4, bs = ""cr"") + s(Mean_Monthly_Upwelling_Temp, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1307.713977,1448.246135,0.42493,NA,30.2,1,37.66,43.321,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0.991
Days_10N+log_den_STRPURAD+log_Mean_Monthly_NPP_Upwelling+mean_depth+mean_prob_of_rock+Min_Monthly_Temp+wh_max,Days_10N+log_den_STRPURAD+log_Mean_Monthly_NPP_Upwelling+mean_depth+mean_prob_of_rock+Min_Monthly_Temp+wh_max,"s(Days_10N, k = 4, bs = ""cr"") + s(log_den_STRPURAD, k = 4, bs = ""cr"") + s(log_Mean_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(Min_Monthly_Temp, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1307.715021,1442.921328,0.43741,NA,29.29,1,37.661,37.996,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0.991
Days_10N+log_Days_16C+log_den_PYCHEL+Max_Monthly_Nitrate+Mean_Monthly_NPP+mean_prob_of_rock+wh_max,Days_10N+log_Days_16C+log_den_PYCHEL+Max_Monthly_Nitrate+Mean_Monthly_NPP+mean_prob_of_rock+wh_max,"s(Days_10N, k = 4, bs = ""cr"") + s(log_Days_16C, k = 4, bs = ""cr"") + s(log_den_PYCHEL, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(Mean_Monthly_NPP, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1307.716036,1442.096383,0.39016,NA,27.82,0,37.662,37.171,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0.991
log_Mean_Monthly_NPP_Upwelling+log_UBR_Max+Max_Monthly_Nitrate+Mean_Monthly_Summer_Nitrate+wh_max,log_Mean_Monthly_NPP_Upwelling+log_UBR_Max+Max_Monthly_Nitrate+Mean_Monthly_Summer_Nitrate+wh_max,"s(log_Mean_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(Mean_Monthly_Summer_Nitrate, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1307.719203,1478.664445,0.43924,NA,36.61,0,37.665,73.739,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0.991
log_UBR_Max+Mean_Monthly_Summer_Temp+MHW_Upwelling_Days+Min_Monthly_Temp+wh_95prc+wh_max,log_UBR_Max+Mean_Monthly_Summer_Temp+MHW_Upwelling_Days+Min_Monthly_Temp+wh_95prc+wh_max,"s(log_UBR_Max, k = 4, bs = ""cr"") + s(Mean_Monthly_Summer_Temp, k = 4, bs = ""cr"") + s(MHW_Upwelling_Days, k = 4, bs = ""cr"") + s(Min_Monthly_Temp, k = 4, bs = ""cr"") + s(wh_95prc, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1307.719542,1481.545998,0.33337,NA,36.52,0,37.666,76.621,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.991
log_den_PYCHEL+log_Mean_Monthly_NPP_Upwelling+log_UBR_Max+Max_Monthly_Nitrate+Mean_Monthly_Summer_Temp+mean_prob_of_rock+wh_max,log_den_PYCHEL+log_Mean_Monthly_NPP_Upwelling+log_UBR_Max+Max_Monthly_Nitrate+Mean_Monthly_Summer_Temp+mean_prob_of_rock+wh_max,"s(log_den_PYCHEL, k = 4, bs = ""cr"") + s(log_Mean_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(Mean_Monthly_Summer_Temp, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1307.720501,1487.405466,0.44533,NA,38.33,0,37.667,82.48,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0.991
Days_10N+log_Days_16C+log_den_PYCHEL+log_Min_Monthly_NPP+Max_Monthly_Nitrate+mean_prob_of_rock+wh_max,Days_10N+log_Days_16C+log_den_PYCHEL+log_Min_Monthly_NPP+Max_Monthly_Nitrate+mean_prob_of_rock+wh_max,"s(Days_10N, k = 4, bs = ""cr"") + s(log_Days_16C, k = 4, bs = ""cr"") + s(log_den_PYCHEL, k = 4, bs = ""cr"") + s(log_Min_Monthly_NPP, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1307.720992,1434.446386,0.38211,NA,27.38,1,37.667,29.521,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0.991
log_Days_16C+log_Min_Monthly_NPP+mean_depth+Mean_Monthly_NPP+MHW_Upwelling_Days+Min_Monthly_Temp+wh_max,log_Days_16C+log_Min_Monthly_NPP+mean_depth+Mean_Monthly_NPP+MHW_Upwelling_Days+Min_Monthly_Temp+wh_max,"s(log_Days_16C, k = 4, bs = ""cr"") + s(log_Min_Monthly_NPP, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(Mean_Monthly_NPP, k = 4, bs = ""cr"") + s(MHW_Upwelling_Days, k = 4, bs = ""cr"") + s(Min_Monthly_Temp, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1307.722682,1434.515087,0.12931,NA,26.24,0,37.669,29.59,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0.991
log_Days_16C+log_UBR_Max+Mean_Monthly_NPP+Mean_Monthly_Summer_Temp+Mean_Monthly_Upwelling_Temp+mean_prob_of_rock+wh_95prc,log_Days_16C+log_UBR_Max+Mean_Monthly_NPP+Mean_Monthly_Summer_Temp+Mean_Monthly_Upwelling_Temp+mean_prob_of_rock+wh_95prc,"s(log_Days_16C, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Mean_Monthly_NPP, k = 4, bs = ""cr"") + s(Mean_Monthly_Summer_Temp, k = 4, bs = ""cr"") + s(Mean_Monthly_Upwelling_Temp, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(wh_95prc, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1307.724252,1444.627428,0.37518,NA,29.97,1,37.67,39.702,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0.991
log_den_PYCHEL+log_den_STRPURAD+log_UBR_Max+Max_Monthly_Nitrate+mean_depth+Mean_Monthly_Summer_Temp+wh_max,log_den_PYCHEL+log_den_STRPURAD+log_UBR_Max+Max_Monthly_Nitrate+mean_depth+Mean_Monthly_Summer_Temp+wh_max,"s(log_den_PYCHEL, k = 4, bs = ""cr"") + s(log_den_STRPURAD, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(Mean_Monthly_Summer_Temp, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1307.727505,1484.93955,0.45369,NA,37.97,0,37.674,80.014,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0.991
Days_10N+log_den_MESFRAAD+log_UBR_Max+Max_Monthly_Nitrate+MHW_Upwelling_Days+wh_95prc+wh_max,Days_10N+log_den_MESFRAAD+log_UBR_Max+Max_Monthly_Nitrate+MHW_Upwelling_Days+wh_95prc+wh_max,"s(Days_10N, k = 4, bs = ""cr"") + s(log_den_MESFRAAD, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(MHW_Upwelling_Days, k = 4, bs = ""cr"") + s(wh_95prc, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1307.729257,1491.182681,0.33896,NA,38.27,0,37.676,86.257,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0.991
